image1,image2,label
./datasets/raw_data\Futurama\character11\0335_01.png,./datasets/raw_data\Futurama\character11\0335_02.png,489
./datasets/raw_data\Futurama\character11\0335_02.png,./datasets/raw_data\Futurama\character11\0335_03.png,489
./datasets/raw_data\Futurama\character11\0335_03.png,./datasets/raw_data\Futurama\character11\0335_04.png,489
./datasets/raw_data\Futurama\character11\0335_04.png,./datasets/raw_data\Futurama\character11\0335_05.png,489
./datasets/raw_data\Futurama\character11\0335_05.png,./datasets/raw_data\Futurama\character11\0335_06.png,489
./datasets/raw_data\Futurama\character11\0335_06.png,./datasets/raw_data\Futurama\character11\0335_07.png,489
./datasets/raw_data\Futurama\character11\0335_07.png,./datasets/raw_data\Futurama\character11\0335_08.png,489
./datasets/raw_data\Futurama\character11\0335_08.png,./datasets/raw_data\Futurama\character11\0335_09.png,489
./datasets/raw_data\Futurama\character11\0335_09.png,./datasets/raw_data\Futurama\character11\0335_10.png,489
./datasets/raw_data\Futurama\character11\0335_10.png,./datasets/raw_data\Futurama\character11\0335_11.png,489
./datasets/raw_data\Futurama\character12\0336_01.png,./datasets/raw_data\Futurama\character12\0336_02.png,490
./datasets/raw_data\Futurama\character12\0336_02.png,./datasets/raw_data\Futurama\character12\0336_03.png,490
./datasets/raw_data\Futurama\character12\0336_03.png,./datasets/raw_data\Futurama\character12\0336_04.png,490
./datasets/raw_data\Futurama\character12\0336_04.png,./datasets/raw_data\Futurama\character12\0336_05.png,490
./datasets/raw_data\Futurama\character12\0336_05.png,./datasets/raw_data\Futurama\character12\0336_06.png,490
./datasets/raw_data\Futurama\character12\0336_06.png,./datasets/raw_data\Futurama\character12\0336_07.png,490
./datasets/raw_data\Futurama\character12\0336_07.png,./datasets/raw_data\Futurama\character12\0336_08.png,490
./datasets/raw_data\Futurama\character12\0336_08.png,./datasets/raw_data\Futurama\character12\0336_09.png,490
./datasets/raw_data\Futurama\character12\0336_09.png,./datasets/raw_data\Futurama\character12\0336_10.png,490
./datasets/raw_data\Futurama\character12\0336_10.png,./datasets/raw_data\Futurama\character12\0336_11.png,490
./datasets/raw_data\Futurama\character13\0337_01.png,./datasets/raw_data\Futurama\character13\0337_02.png,491
./datasets/raw_data\Futurama\character13\0337_02.png,./datasets/raw_data\Futurama\character13\0337_03.png,491
./datasets/raw_data\Futurama\character13\0337_03.png,./datasets/raw_data\Futurama\character13\0337_04.png,491
./datasets/raw_data\Futurama\character13\0337_04.png,./datasets/raw_data\Futurama\character13\0337_05.png,491
./datasets/raw_data\Futurama\character13\0337_05.png,./datasets/raw_data\Futurama\character13\0337_06.png,491
./datasets/raw_data\Futurama\character13\0337_06.png,./datasets/raw_data\Futurama\character13\0337_07.png,491
./datasets/raw_data\Futurama\character13\0337_07.png,./datasets/raw_data\Futurama\character13\0337_08.png,491
./datasets/raw_data\Futurama\character13\0337_08.png,./datasets/raw_data\Futurama\character13\0337_09.png,491
./datasets/raw_data\Futurama\character13\0337_09.png,./datasets/raw_data\Futurama\character13\0337_10.png,491
./datasets/raw_data\Futurama\character13\0337_10.png,./datasets/raw_data\Futurama\character13\0337_11.png,491
./datasets/raw_data\Futurama\character14\0338_01.png,./datasets/raw_data\Futurama\character14\0338_02.png,492
./datasets/raw_data\Futurama\character14\0338_02.png,./datasets/raw_data\Futurama\character14\0338_03.png,492
./datasets/raw_data\Futurama\character14\0338_03.png,./datasets/raw_data\Futurama\character14\0338_04.png,492
./datasets/raw_data\Futurama\character14\0338_04.png,./datasets/raw_data\Futurama\character14\0338_05.png,492
./datasets/raw_data\Futurama\character14\0338_05.png,./datasets/raw_data\Futurama\character14\0338_06.png,492
./datasets/raw_data\Futurama\character14\0338_06.png,./datasets/raw_data\Futurama\character14\0338_07.png,492
./datasets/raw_data\Futurama\character14\0338_07.png,./datasets/raw_data\Futurama\character14\0338_08.png,492
./datasets/raw_data\Futurama\character14\0338_08.png,./datasets/raw_data\Futurama\character14\0338_09.png,492
./datasets/raw_data\Futurama\character14\0338_09.png,./datasets/raw_data\Futurama\character14\0338_10.png,492
./datasets/raw_data\Futurama\character14\0338_10.png,./datasets/raw_data\Futurama\character14\0338_11.png,492
./datasets/raw_data\Futurama\character15\0339_01.png,./datasets/raw_data\Futurama\character15\0339_02.png,493
./datasets/raw_data\Futurama\character15\0339_02.png,./datasets/raw_data\Futurama\character15\0339_03.png,493
./datasets/raw_data\Futurama\character15\0339_03.png,./datasets/raw_data\Futurama\character15\0339_04.png,493
./datasets/raw_data\Futurama\character15\0339_04.png,./datasets/raw_data\Futurama\character15\0339_05.png,493
./datasets/raw_data\Futurama\character15\0339_05.png,./datasets/raw_data\Futurama\character15\0339_06.png,493
./datasets/raw_data\Futurama\character15\0339_06.png,./datasets/raw_data\Futurama\character15\0339_07.png,493
./datasets/raw_data\Futurama\character15\0339_07.png,./datasets/raw_data\Futurama\character15\0339_08.png,493
./datasets/raw_data\Futurama\character15\0339_08.png,./datasets/raw_data\Futurama\character15\0339_09.png,493
./datasets/raw_data\Futurama\character15\0339_09.png,./datasets/raw_data\Futurama\character15\0339_10.png,493
./datasets/raw_data\Futurama\character15\0339_10.png,./datasets/raw_data\Futurama\character15\0339_11.png,493
./datasets/raw_data\Futurama\character16\0340_01.png,./datasets/raw_data\Futurama\character16\0340_02.png,494
./datasets/raw_data\Futurama\character16\0340_02.png,./datasets/raw_data\Futurama\character16\0340_03.png,494
./datasets/raw_data\Futurama\character16\0340_03.png,./datasets/raw_data\Futurama\character16\0340_04.png,494
./datasets/raw_data\Futurama\character16\0340_04.png,./datasets/raw_data\Futurama\character16\0340_05.png,494
./datasets/raw_data\Futurama\character16\0340_05.png,./datasets/raw_data\Futurama\character16\0340_06.png,494
./datasets/raw_data\Futurama\character16\0340_06.png,./datasets/raw_data\Futurama\character16\0340_07.png,494
./datasets/raw_data\Futurama\character16\0340_07.png,./datasets/raw_data\Futurama\character16\0340_08.png,494
./datasets/raw_data\Futurama\character16\0340_08.png,./datasets/raw_data\Futurama\character16\0340_09.png,494
./datasets/raw_data\Futurama\character16\0340_09.png,./datasets/raw_data\Futurama\character16\0340_10.png,494
./datasets/raw_data\Futurama\character16\0340_10.png,./datasets/raw_data\Futurama\character16\0340_11.png,494
./datasets/raw_data\Futurama\character17\0341_01.png,./datasets/raw_data\Futurama\character17\0341_02.png,495
./datasets/raw_data\Futurama\character17\0341_02.png,./datasets/raw_data\Futurama\character17\0341_03.png,495
./datasets/raw_data\Futurama\character17\0341_03.png,./datasets/raw_data\Futurama\character17\0341_04.png,495
./datasets/raw_data\Futurama\character17\0341_04.png,./datasets/raw_data\Futurama\character17\0341_05.png,495
./datasets/raw_data\Futurama\character17\0341_05.png,./datasets/raw_data\Futurama\character17\0341_06.png,495
./datasets/raw_data\Futurama\character17\0341_06.png,./datasets/raw_data\Futurama\character17\0341_07.png,495
./datasets/raw_data\Futurama\character17\0341_07.png,./datasets/raw_data\Futurama\character17\0341_08.png,495
./datasets/raw_data\Futurama\character17\0341_08.png,./datasets/raw_data\Futurama\character17\0341_09.png,495
./datasets/raw_data\Futurama\character17\0341_09.png,./datasets/raw_data\Futurama\character17\0341_10.png,495
./datasets/raw_data\Futurama\character17\0341_10.png,./datasets/raw_data\Futurama\character17\0341_11.png,495
./datasets/raw_data\Futurama\character18\0342_01.png,./datasets/raw_data\Futurama\character18\0342_02.png,496
./datasets/raw_data\Futurama\character18\0342_02.png,./datasets/raw_data\Futurama\character18\0342_03.png,496
./datasets/raw_data\Futurama\character18\0342_03.png,./datasets/raw_data\Futurama\character18\0342_04.png,496
./datasets/raw_data\Futurama\character18\0342_04.png,./datasets/raw_data\Futurama\character18\0342_05.png,496
./datasets/raw_data\Futurama\character18\0342_05.png,./datasets/raw_data\Futurama\character18\0342_06.png,496
./datasets/raw_data\Futurama\character18\0342_06.png,./datasets/raw_data\Futurama\character18\0342_07.png,496
./datasets/raw_data\Futurama\character18\0342_07.png,./datasets/raw_data\Futurama\character18\0342_08.png,496
./datasets/raw_data\Futurama\character18\0342_08.png,./datasets/raw_data\Futurama\character18\0342_09.png,496
./datasets/raw_data\Futurama\character18\0342_09.png,./datasets/raw_data\Futurama\character18\0342_10.png,496
./datasets/raw_data\Futurama\character18\0342_10.png,./datasets/raw_data\Futurama\character18\0342_11.png,496
./datasets/raw_data\Futurama\character19\0343_01.png,./datasets/raw_data\Futurama\character19\0343_02.png,497
./datasets/raw_data\Futurama\character19\0343_02.png,./datasets/raw_data\Futurama\character19\0343_03.png,497
./datasets/raw_data\Futurama\character19\0343_03.png,./datasets/raw_data\Futurama\character19\0343_04.png,497
./datasets/raw_data\Futurama\character19\0343_04.png,./datasets/raw_data\Futurama\character19\0343_05.png,497
./datasets/raw_data\Futurama\character19\0343_05.png,./datasets/raw_data\Futurama\character19\0343_06.png,497
./datasets/raw_data\Futurama\character19\0343_06.png,./datasets/raw_data\Futurama\character19\0343_07.png,497
./datasets/raw_data\Futurama\character19\0343_07.png,./datasets/raw_data\Futurama\character19\0343_08.png,497
./datasets/raw_data\Futurama\character19\0343_08.png,./datasets/raw_data\Futurama\character19\0343_09.png,497
./datasets/raw_data\Futurama\character19\0343_09.png,./datasets/raw_data\Futurama\character19\0343_10.png,497
./datasets/raw_data\Futurama\character19\0343_10.png,./datasets/raw_data\Futurama\character19\0343_11.png,497
./datasets/raw_data\Futurama\character20\0344_01.png,./datasets/raw_data\Futurama\character20\0344_02.png,498
./datasets/raw_data\Futurama\character20\0344_02.png,./datasets/raw_data\Futurama\character20\0344_03.png,498
./datasets/raw_data\Futurama\character20\0344_03.png,./datasets/raw_data\Futurama\character20\0344_04.png,498
./datasets/raw_data\Futurama\character20\0344_04.png,./datasets/raw_data\Futurama\character20\0344_05.png,498
./datasets/raw_data\Futurama\character20\0344_05.png,./datasets/raw_data\Futurama\character20\0344_06.png,498
./datasets/raw_data\Futurama\character20\0344_06.png,./datasets/raw_data\Futurama\character20\0344_07.png,498
./datasets/raw_data\Futurama\character20\0344_07.png,./datasets/raw_data\Futurama\character20\0344_08.png,498
./datasets/raw_data\Futurama\character20\0344_08.png,./datasets/raw_data\Futurama\character20\0344_09.png,498
./datasets/raw_data\Futurama\character20\0344_09.png,./datasets/raw_data\Futurama\character20\0344_10.png,498
./datasets/raw_data\Futurama\character20\0344_10.png,./datasets/raw_data\Futurama\character20\0344_11.png,498
./datasets/raw_data\Futurama\character21\0345_01.png,./datasets/raw_data\Futurama\character21\0345_02.png,499
./datasets/raw_data\Futurama\character21\0345_02.png,./datasets/raw_data\Futurama\character21\0345_03.png,499
./datasets/raw_data\Futurama\character21\0345_03.png,./datasets/raw_data\Futurama\character21\0345_04.png,499
./datasets/raw_data\Futurama\character21\0345_04.png,./datasets/raw_data\Futurama\character21\0345_05.png,499
./datasets/raw_data\Futurama\character21\0345_05.png,./datasets/raw_data\Futurama\character21\0345_06.png,499
./datasets/raw_data\Futurama\character21\0345_06.png,./datasets/raw_data\Futurama\character21\0345_07.png,499
./datasets/raw_data\Futurama\character21\0345_07.png,./datasets/raw_data\Futurama\character21\0345_08.png,499
./datasets/raw_data\Futurama\character21\0345_08.png,./datasets/raw_data\Futurama\character21\0345_09.png,499
./datasets/raw_data\Futurama\character21\0345_09.png,./datasets/raw_data\Futurama\character21\0345_10.png,499
./datasets/raw_data\Futurama\character21\0345_10.png,./datasets/raw_data\Futurama\character21\0345_11.png,499
./datasets/raw_data\Futurama\character22\0346_01.png,./datasets/raw_data\Futurama\character22\0346_02.png,500
./datasets/raw_data\Futurama\character22\0346_02.png,./datasets/raw_data\Futurama\character22\0346_03.png,500
./datasets/raw_data\Futurama\character22\0346_03.png,./datasets/raw_data\Futurama\character22\0346_04.png,500
./datasets/raw_data\Futurama\character22\0346_04.png,./datasets/raw_data\Futurama\character22\0346_05.png,500
./datasets/raw_data\Futurama\character22\0346_05.png,./datasets/raw_data\Futurama\character22\0346_06.png,500
./datasets/raw_data\Futurama\character22\0346_06.png,./datasets/raw_data\Futurama\character22\0346_07.png,500
./datasets/raw_data\Futurama\character22\0346_07.png,./datasets/raw_data\Futurama\character22\0346_08.png,500
./datasets/raw_data\Futurama\character22\0346_08.png,./datasets/raw_data\Futurama\character22\0346_09.png,500
./datasets/raw_data\Futurama\character22\0346_09.png,./datasets/raw_data\Futurama\character22\0346_10.png,500
./datasets/raw_data\Futurama\character22\0346_10.png,./datasets/raw_data\Futurama\character22\0346_11.png,500
./datasets/raw_data\Futurama\character23\0347_01.png,./datasets/raw_data\Futurama\character23\0347_02.png,501
./datasets/raw_data\Futurama\character23\0347_02.png,./datasets/raw_data\Futurama\character23\0347_03.png,501
./datasets/raw_data\Futurama\character23\0347_03.png,./datasets/raw_data\Futurama\character23\0347_04.png,501
./datasets/raw_data\Futurama\character23\0347_04.png,./datasets/raw_data\Futurama\character23\0347_05.png,501
./datasets/raw_data\Futurama\character23\0347_05.png,./datasets/raw_data\Futurama\character23\0347_06.png,501
./datasets/raw_data\Futurama\character23\0347_06.png,./datasets/raw_data\Futurama\character23\0347_07.png,501
./datasets/raw_data\Futurama\character23\0347_07.png,./datasets/raw_data\Futurama\character23\0347_08.png,501
./datasets/raw_data\Futurama\character23\0347_08.png,./datasets/raw_data\Futurama\character23\0347_09.png,501
./datasets/raw_data\Futurama\character23\0347_09.png,./datasets/raw_data\Futurama\character23\0347_10.png,501
./datasets/raw_data\Futurama\character23\0347_10.png,./datasets/raw_data\Futurama\character23\0347_11.png,501
./datasets/raw_data\Futurama\character24\0348_01.png,./datasets/raw_data\Futurama\character24\0348_02.png,502
./datasets/raw_data\Futurama\character24\0348_02.png,./datasets/raw_data\Futurama\character24\0348_03.png,502
./datasets/raw_data\Futurama\character24\0348_03.png,./datasets/raw_data\Futurama\character24\0348_04.png,502
./datasets/raw_data\Futurama\character24\0348_04.png,./datasets/raw_data\Futurama\character24\0348_05.png,502
./datasets/raw_data\Futurama\character24\0348_05.png,./datasets/raw_data\Futurama\character24\0348_06.png,502
./datasets/raw_data\Futurama\character24\0348_06.png,./datasets/raw_data\Futurama\character24\0348_07.png,502
./datasets/raw_data\Futurama\character24\0348_07.png,./datasets/raw_data\Futurama\character24\0348_08.png,502
./datasets/raw_data\Futurama\character24\0348_08.png,./datasets/raw_data\Futurama\character24\0348_09.png,502
./datasets/raw_data\Futurama\character24\0348_09.png,./datasets/raw_data\Futurama\character24\0348_10.png,502
./datasets/raw_data\Futurama\character24\0348_10.png,./datasets/raw_data\Futurama\character24\0348_11.png,502
./datasets/raw_data\Futurama\character25\0349_01.png,./datasets/raw_data\Futurama\character25\0349_02.png,503
./datasets/raw_data\Futurama\character25\0349_02.png,./datasets/raw_data\Futurama\character25\0349_03.png,503
./datasets/raw_data\Futurama\character25\0349_03.png,./datasets/raw_data\Futurama\character25\0349_04.png,503
./datasets/raw_data\Futurama\character25\0349_04.png,./datasets/raw_data\Futurama\character25\0349_05.png,503
./datasets/raw_data\Futurama\character25\0349_05.png,./datasets/raw_data\Futurama\character25\0349_06.png,503
./datasets/raw_data\Futurama\character25\0349_06.png,./datasets/raw_data\Futurama\character25\0349_07.png,503
./datasets/raw_data\Futurama\character25\0349_07.png,./datasets/raw_data\Futurama\character25\0349_08.png,503
./datasets/raw_data\Futurama\character25\0349_08.png,./datasets/raw_data\Futurama\character25\0349_09.png,503
./datasets/raw_data\Futurama\character25\0349_09.png,./datasets/raw_data\Futurama\character25\0349_10.png,503
./datasets/raw_data\Futurama\character25\0349_10.png,./datasets/raw_data\Futurama\character25\0349_11.png,503
